Date d'échéance,Transaction,Taux moyen pondéré,Date de la valeur,Taux,Maturite_annees,Date_reference,Segment
2035-06-18,0.0,"2,940 %",2025-12-12,2.94,9.514031485284052,2025-12-12,Long Terme
2039-07-18,0.0,"3,300 %",2025-12-12,3.3,13.596167008898014,2025-12-12,Long Terme
2045-08-14,0.0,"3,470 %",2025-12-12,3.47,19.67145790554415,2025-12-12,Long Terme
2055-04-19,0.0,"3,850 %",2025-12-12,3.85,29.349760438056126,2025-12-12,Long Terme
2026-03-16,0.0,"2,260 %",2025-12-19,2.26,0.23819301848049282,2025-12-19,Court Terme
2026-05-18,0.0,"2,270 %",2025-12-19,2.27,0.4106776180698152,2025-12-19,Court Terme
2026-09-14,0.0,"2,280 %",2025-12-19,2.28,0.7364818617385352,2025-12-19,Court Terme
2027-03-15,0.0,"2,370 %",2025-12-19,2.37,1.2347707049965777,2025-12-19,Court Terme
2030-04-15,0.0,"2,560 %",2025-12-19,2.56,4.3203285420944555,2025-12-19,Moyen Terme
2031-04-14,0.0,"2,610 %",2025-12-19,2.61,5.316906228610541,2025-12-19,Moyen Terme
2035-06-18,0.0,"2,910 %",2025-12-19,2.91,9.494866529774127,2025-12-19,Long Terme
2039-07-18,0.0,"3,210 %",2025-12-19,3.21,13.57700205338809,2025-12-19,Long Terme
2045-08-14,0.0,"3,450 %",2025-12-19,3.45,19.652292950034223,2025-12-19,Long Terme
2055-04-19,0.0,"3,850 %",2025-12-19,3.85,29.3305954825462,2025-12-19,Long Terme
2026-01-19,0.0,"2,220 %",2025-12-31,2.22,0.05201916495550993,2025-12-26,Court Terme
2026-02-16,0.0,"2,200 %",2025-12-31,2.2,0.12867898699520877,2025-12-26,Court Terme
2026-04-20,0.0,"2,260 %",2025-12-31,2.26,0.30116358658453113,2025-12-26,Court Terme
2026-05-18,0.0,"2,240 %",2025-12-31,2.24,0.37782340862423,2025-12-26,Court Terme
2026-06-15,0.0,"2,240 %",2025-12-31,2.24,0.4544832306639288,2025-12-26,Court Terme
2026-07-20,0.0,"2,230 %",2025-12-31,2.23,0.5503080082135524,2025-12-26,Court Terme
2026-09-14,0.0,"2,260 %",2025-12-31,2.26,0.70362765229295,2025-12-26,Court Terme
2026-10-19,0.0,"2,190 %",2025-12-31,2.19,0.7994524298425736,2025-12-26,Court Terme
2027-03-15,0.0,"2,370 %",2025-12-26,2.37,1.215605749486653,2025-12-26,Court Terme
2030-04-15,0.0,"2,570 %",2025-12-26,2.57,4.301163586584531,2025-12-26,Moyen Terme
2031-04-14,0.0,"2,620 %",2025-12-26,2.62,5.297741273100616,2025-12-26,Moyen Terme
2035-06-18,0.0,"2,910 %",2025-12-26,2.91,9.475701574264203,2025-12-26,Long Terme
2039-07-18,0.0,"3,210 %",2025-12-26,3.21,13.557837097878165,2025-12-26,Long Terme
2045-08-14,0.0,"3,450 %",2025-12-26,3.45,19.633127994524298,2025-12-26,Long Terme
2055-04-19,0.0,"3,830 %",2025-12-26,3.83,29.311430527036276,2025-12-26,Long Terme
2026-03-16,0.0,"2,210 %",2026-01-02,2.21,0.1998631074606434,2026-01-02,Court Terme
2026-05-18,0.0,"2,230 %",2026-01-02,2.23,0.3723477070499658,2026-01-02,Court Terme
2026-09-14,0.0,"2,250 %",2026-01-02,2.25,0.6981519507186859,2026-01-02,Court Terme
2027-03-15,0.0,"2,380 %",2026-01-02,2.38,1.1964407939767283,2026-01-02,Court Terme
2030-04-15,0.0,"2,580 %",2026-01-02,2.58,4.2819986310746065,2026-01-02,Moyen Terme
2031-04-14,0.0,"2,650 %",2026-01-02,2.65,5.278576317590692,2026-01-02,Moyen Terme
2035-06-18,0.0,"2,940 %",2026-01-02,2.94,9.456536618754278,2026-01-02,Long Terme
2039-07-18,0.0,"3,210 %",2026-01-02,3.21,13.538672142368242,2026-01-02,Long Terme
2045-08-14,0.0,"3,490 %",2026-01-02,3.49,19.613963039014372,2026-01-02,Long Terme
2055-04-19,0.0,"3,890 %",2026-01-02,3.89,29.29226557152635,2026-01-02,Long Terme
2026-03-16,0.0,"2,210 %",2026-01-09,2.21,0.1806981519507187,2026-01-09,Court Terme
2026-05-18,0.0,"2,270 %",2026-01-09,2.27,0.3531827515400411,2026-01-09,Court Terme
2026-09-14,0.0,"2,290 %",2026-01-09,2.29,0.6789869952087612,2026-01-09,Court Terme
2027-03-15,0.0,"2,430 %",2026-01-09,2.43,1.1772758384668036,2026-01-09,Court Terme
2030-04-15,0.0,"2,680 %",2026-01-09,2.68,4.262833675564682,2026-01-09,Moyen Terme
2031-04-14,0.0,"2,710 %",2026-01-09,2.71,5.259411362080766,2026-01-09,Moyen Terme
2035-06-18,0.0,"2,970 %",2026-01-09,2.97,9.437371663244353,2026-01-09,Long Terme
2039-07-18,0.0,"3,260 %",2026-01-09,3.26,13.519507186858316,2026-01-09,Long Terme
2045-08-14,0.0,"3,490 %",2026-01-09,3.49,19.59479808350445,2026-01-09,Long Terme
2055-04-19,0.0,"3,890 %",2026-01-09,3.89,29.27310061601643,2026-01-09,Long Terme
2026-03-16,0.0,"2,270 %",2026-01-16,2.27,0.16153319644079397,2026-01-16,Court Terme
2026-05-18,0.0,"2,300 %",2026-01-16,2.3,0.33401779603011633,2026-01-16,Court Terme
2026-09-14,0.0,"2,350 %",2026-01-16,2.35,0.6598220396988365,2026-01-16,Court Terme
2027-03-15,0.0,"2,490 %",2026-01-16,2.49,1.158110882956879,2026-01-16,Court Terme
2030-04-15,0.0,"2,790 %",2026-01-16,2.79,4.243668720054757,2026-01-16,Moyen Terme
2031-04-14,0.0,"2,820 %",2026-01-16,2.82,5.240246406570842,2026-01-16,Moyen Terme
2035-06-18,0.0,"3,030 %",2026-01-16,3.03,9.418206707734429,2026-01-16,Long Terme
2039-07-18,0.0,"3,310 %",2026-01-16,3.31,13.500342231348391,2026-01-16,Long Terme
2045-08-14,0.0,"3,550 %",2026-01-16,3.55,19.575633127994525,2026-01-16,Long Terme
2055-04-19,0.0,"3,950 %",2026-01-16,3.95,29.253935660506503,2026-01-16,Long Terme
2026-03-16,0.0,"2,280 %",2026-01-23,2.28,0.14236824093086928,2026-01-23,Court Terme
2026-05-18,0.0,"2,370 %",2026-01-23,2.37,0.31485284052019163,2026-01-23,Court Terme
2026-09-14,0.0,"2,420 %",2026-01-23,2.42,0.6406570841889117,2026-01-23,Court Terme
2027-03-15,0.0,"2,570 %",2026-01-23,2.57,1.1389459274469542,2026-01-23,Court Terme
2030-04-15,0.0,"2,860 %",2026-01-23,2.86,4.224503764544832,2026-01-23,Moyen Terme
2031-04-14,0.0,"2,940 %",2026-01-23,2.94,5.221081451060917,2026-01-23,Moyen Terme
2035-06-18,0.0,"3,110 %",2026-01-23,3.11,9.399041752224504,2026-01-23,Long Terme
2039-07-18,0.0,"3,350 %",2026-01-23,3.35,13.481177275838467,2026-01-23,Long Terme
2045-08-14,0.0,"3,550 %",2026-01-23,3.55,19.5564681724846,2026-01-23,Long Terme
2055-04-19,0.0,"3,950 %",2026-01-23,3.95,29.234770704996578,2026-01-23,Long Terme
2026-02-16,0.0,"2,220 %",2026-02-03,2.22,0.03559206023271732,2026-01-30,Court Terme
2026-03-16,0.0,"2,250 %",2026-02-03,2.25,0.11225188227241616,2026-01-30,Court Terme
2026-05-18,0.0,"2,350 %",2026-01-30,2.35,0.29568788501026694,2026-01-30,Court Terme
2026-09-14,0.0,"2,380 %",2026-01-30,2.38,0.621492128678987,2026-01-30,Court Terme
2027-03-15,0.0,"2,540 %",2026-01-30,2.54,1.1197809719370295,2026-01-30,Court Terme
2028-09-18,0.0,"2,750 %",2026-02-03,2.75,2.622861054072553,2026-01-30,Moyen Terme
2031-04-14,0.0,"2,920 %",2026-01-30,2.92,5.201916495550993,2026-01-30,Moyen Terme
2035-06-18,0.0,"3,110 %",2026-01-30,3.11,9.379876796714578,2026-01-30,Long Terme
2039-07-18,0.0,"3,350 %",2026-01-30,3.35,13.462012320328542,2026-01-30,Long Terme
2045-08-14,0.0,"3,560 %",2026-01-30,3.56,19.537303216974674,2026-01-30,Long Terme
2055-04-19,0.0,"3,970 %",2026-01-30,3.97,29.215605749486652,2026-01-30,Long Terme
2026-03-16,0.0,"2,250 %",2026-02-06,2.25,0.10403832991101986,2026-02-06,Court Terme
2026-05-18,0.0,"2,330 %",2026-02-06,2.33,0.27652292950034224,2026-02-06,Court Terme
2026-09-14,0.0,"2,360 %",2026-02-06,2.36,0.6023271731690623,2026-02-06,Court Terme
2027-03-15,0.0,"2,460 %",2026-02-06,2.46,1.1006160164271048,2026-02-06,Court Terme
2030-04-15,0.0,"2,850 %",2026-02-06,2.85,4.186173853524983,2026-02-06,Moyen Terme
2031-04-14,0.0,"2,910 %",2026-02-06,2.91,5.1827515400410675,2026-02-06,Moyen Terme
2035-06-18,0.0,"3,110 %",2026-02-06,3.11,9.360711841204655,2026-02-06,Long Terme
2040-04-16,0.0,"3,340 %",2026-02-06,3.34,14.190280629705681,2026-02-06,Long Terme
2045-08-14,0.0,"3,580 %",2026-02-06,3.58,19.51813826146475,2026-02-06,Long Terme
2055-04-19,0.0,"4,000 %",2026-02-06,4.0,29.196440793976727,2026-02-06,Long Terme
2026-03-16,0.0,"2,250 %",2026-02-13,2.25,0.08487337440109514,2026-02-13,Court Terme
2026-05-18,0.0,"2,290 %",2026-02-13,2.29,0.25735797399041754,2026-02-13,Court Terme
2026-09-14,0.0,"2,300 %",2026-02-13,2.3,0.5831622176591376,2026-02-13,Court Terme
2027-03-15,0.0,"2,330 %",2026-02-13,2.33,1.08145106091718,2026-02-13,Court Terme
2030-04-15,0.0,"2,760 %",2026-02-13,2.76,4.167008898015058,2026-02-13,Moyen Terme
2031-04-14,0.0,"2,830 %",2026-02-13,2.83,5.163586584531143,2026-02-13,Moyen Terme
2035-06-18,0.0,"3,060 %",2026-02-13,3.06,9.34154688569473,2026-02-13,Long Terme
2039-07-18,0.0,"3,290 %",2026-02-13,3.29,13.423682409308693,2026-02-13,Long Terme
2045-08-14,0.0,"3,590 %",2026-02-13,3.59,19.498973305954827,2026-02-13,Long Terme
2055-04-19,0.0,"4,000 %",2026-02-13,4.0,29.177275838466805,2026-02-13,Long Terme
2026-05-18,0.0,"2,250 %",2026-02-20,2.25,0.23819301848049282,2026-02-20,Court Terme
2026-08-17,0.0,"2,280 %",2026-02-20,2.28,0.487337440109514,2026-02-20,Court Terme
2026-09-14,0.0,"2,290 %",2026-02-20,2.29,0.5639972621492129,2026-02-20,Court Terme
2027-03-15,0.0,"2,320 %",2026-02-20,2.32,1.0622861054072552,2026-02-20,Court Terme
2030-04-15,0.0,"2,680 %",2026-02-20,2.68,4.147843942505133,2026-02-20,Moyen Terme
2031-04-14,0.0,"2,770 %",2026-02-20,2.77,5.144421629021219,2026-02-20,Moyen Terme
2035-06-18,0.0,"2,900 %",2026-02-20,2.9,9.322381930184806,2026-02-20,Long Terme
2039-07-18,0.0,"3,180 %",2026-02-20,3.18,13.404517453798768,2026-02-20,Long Terme
2045-08-14,0.0,"3,550 %",2026-02-20,3.55,19.479808350444902,2026-02-20,Long Terme
2055-04-19,0.0,"3,950 %",2026-02-20,3.95,29.15811088295688,2026-02-20,Long Terme
2026-05-18,0.0,"2,250 %",2026-02-27,2.25,0.2190280629705681,2026-02-27,Court Terme
2026-08-17,0.0,"2,270 %",2026-02-27,2.27,0.4681724845995893,2026-02-27,Court Terme
2026-09-14,0.0,"2,280 %",2026-02-27,2.28,0.5448323066392882,2026-02-27,Court Terme
2027-03-15,0.0,"2,330 %",2026-02-27,2.33,1.0431211498973305,2026-02-27,Court Terme
2030-04-15,0.0,"2,670 %",2026-02-27,2.67,4.128678986995209,2026-02-27,Moyen Terme
2031-04-14,0.0,"2,750 %",2026-02-27,2.75,5.125256673511293,2026-02-27,Moyen Terme
2035-06-18,0.0,"2,890 %",2026-02-27,2.89,9.30321697467488,2026-02-27,Long Terme
2039-07-18,0.0,"3,160 %",2026-02-27,3.16,13.385352498288844,2026-02-27,Long Terme
2045-08-14,0.0,"3,550 %",2026-02-27,3.55,19.460643394934976,2026-02-27,Long Terme
2055-04-19,0.0,"3,960 %",2026-02-27,3.96,29.138945927446954,2026-02-27,Long Terme
2026-05-18,0.0,"2,250 %",2026-03-06,2.25,0.1998631074606434,2026-03-06,Court Terme
2026-08-17,0.0,"2,290 %",2026-03-06,2.29,0.4490075290896646,2026-03-06,Court Terme
2026-09-14,0.0,"2,300 %",2026-03-06,2.3,0.5256673511293635,2026-03-06,Court Terme
2027-03-15,0.0,"2,430 %",2026-03-06,2.43,1.0239561943874058,2026-03-06,Court Terme
2030-04-15,0.0,"2,740 %",2026-03-06,2.74,4.1095140314852845,2026-03-06,Moyen Terme
2031-04-14,0.0,"2,820 %",2026-03-06,2.82,5.106091718001369,2026-03-06,Moyen Terme
2035-06-18,0.0,"3,030 %",2026-03-06,3.03,9.284052019164955,2026-03-06,Long Terme
2039-07-18,0.0,"3,270 %",2026-03-06,3.27,13.366187542778919,2026-03-06,Long Terme
2045-08-14,0.0,"3,620 %",2026-03-06,3.62,19.44147843942505,2026-03-06,Long Terme
2055-04-19,0.0,"4,000 %",2026-03-06,4.0,29.11978097193703,2026-03-06,Long Terme
2026-05-18,0.0,"2,260 %",2026-03-13,2.26,0.1806981519507187,2026-03-13,Court Terme
2026-08-17,0.0,"2,330 %",2026-03-13,2.33,0.42984257357973993,2026-03-13,Court Terme
2026-09-14,0.0,"2,370 %",2026-03-13,2.37,0.5065023956194388,2026-03-13,Court Terme
2027-03-15,0.0,"2,440 %",2026-03-13,2.44,1.0047912388774811,2026-03-13,Court Terme
2030-04-15,0.0,"2,860 %",2026-03-13,2.86,4.090349075975359,2026-03-13,Moyen Terme
2031-04-14,0.0,"2,960 %",2026-03-13,2.96,5.086926762491444,2026-03-13,Moyen Terme
2035-06-18,0.0,"3,150 %",2026-03-13,3.15,9.264887063655031,2026-03-13,Long Terme
2039-07-18,0.0,"3,360 %",2026-03-13,3.36,13.347022587268993,2026-03-13,Long Terme
2045-08-14,0.0,"3,630 %",2026-03-13,3.63,19.422313483915126,2026-03-13,Long Terme
2055-04-19,0.0,"4,050 %",2026-03-13,4.05,29.100616016427104,2026-03-13,Long Terme
2026-05-18,0.0,"2,260 %",2026-03-19,2.26,0.16427104722792607,2026-03-19,Court Terme
2026-08-17,0.0,"2,330 %",2026-03-19,2.33,0.4134154688569473,2026-03-19,Court Terme
2026-09-14,0.0,"2,360 %",2026-03-19,2.36,0.49007529089664614,2026-03-19,Court Terme
2027-02-15,0.0,"2,430 %",2026-03-24,2.43,0.8980150581793293,2026-03-19,Court Terme
2027-03-15,0.0,"2,450 %",2026-03-19,2.45,0.9883641341546886,2026-03-19,Court Terme
2030-04-15,0.0,"2,940 %",2026-03-19,2.94,4.073921971252567,2026-03-19,Moyen Terme
2031-04-14,0.0,"3,040 %",2026-03-19,3.04,5.070499657768652,2026-03-19,Moyen Terme
2035-06-18,0.0,"3,220 %",2026-03-19,3.22,9.248459958932239,2026-03-19,Long Terme
2039-07-18,0.0,"3,420 %",2026-03-19,3.42,13.330595482546201,2026-03-19,Long Terme
2045-08-14,0.0,"3,650 %",2026-03-19,3.65,19.405886379192335,2026-03-19,Long Terme
2055-04-19,0.0,"4,070 %",2026-03-19,4.07,29.084188911704313,2026-03-19,Long Terme
2026-05-18,0.0,"2,270 %",2026-03-27,2.27,0.14236824093086928,2026-03-27,Court Terme
2026-08-17,0.0,"2,340 %",2026-03-27,2.34,0.3915126625598905,2026-03-27,Court Terme
2027-02-15,0.0,"2,460 %",2026-03-27,2.46,0.8898015058179329,2026-03-27,Court Terme
2027-09-20,0.0,"2,590 %",2026-03-27,2.59,1.483915126625599,2026-03-27,Court Terme
2030-04-15,0.0,"2,950 %",2026-03-27,2.95,4.05201916495551,2026-03-27,Moyen Terme
2031-04-14,0.0,"3,010 %",2026-03-27,3.01,5.048596851471594,2026-03-27,Moyen Terme
2035-06-18,0.0,"3,290 %",2026-03-27,3.29,9.22655715263518,2026-03-27,Long Terme
2039-07-18,0.0,"3,520 %",2026-03-27,3.52,13.308692676249144,2026-03-27,Long Terme
2045-08-14,0.0,"3,650 %",2026-03-27,3.65,19.38398357289528,2026-03-27,Long Terme
2055-04-19,0.0,"4,090 %",2026-03-27,4.09,29.062286105407257,2026-03-27,Long Terme
2026-05-18,0.0,"2,270 %",2026-04-03,2.27,0.12320328542094455,2026-04-03,Court Terme
2026-08-17,0.0,"2,330 %",2026-04-03,2.33,0.3723477070499658,2026-04-03,Court Terme
2027-02-15,0.0,"2,450 %",2026-04-03,2.45,0.8706365503080082,2026-04-03,Court Terme
2027-09-20,0.0,"2,590 %",2026-04-03,2.59,1.4647501711156743,2026-04-03,Court Terme
2028-07-17,0.0,"2,830 %",2026-04-03,2.83,2.2888432580424367,2026-04-03,Moyen Terme
2031-04-14,0.0,"3,040 %",2026-04-03,3.04,5.02943189596167,2026-04-03,Moyen Terme
2035-06-18,0.0,"3,280 %",2026-04-03,3.28,9.207392197125257,2026-04-03,Long Terme
2039-07-18,0.0,"3,560 %",2026-04-03,3.56,13.289527720739219,2026-04-03,Long Terme
2045-08-14,0.0,"3,700 %",2026-04-03,3.7,19.364818617385353,2026-04-03,Long Terme
2055-04-19,0.0,"4,060 %",2026-04-03,4.06,29.04312114989733,2026-04-03,Long Terme
2026-05-18,0.0,"2,260 %",2026-04-10,2.26,0.10403832991101986,2026-04-10,Court Terme
2026-08-17,0.0,"2,310 %",2026-04-10,2.31,0.3531827515400411,2026-04-10,Court Terme
2027-02-15,0.0,"2,440 %",2026-04-10,2.44,0.8514715947980835,2026-04-10,Court Terme
2027-09-20,0.0,"2,470 %",2026-04-10,2.47,1.4455852156057496,2026-04-10,Court Terme
2030-04-15,0.0,"2,790 %",2026-04-10,2.79,4.01368925393566,2026-04-10,Moyen Terme
2031-04-14,0.0,"2,900 %",2026-04-10,2.9,5.0102669404517455,2026-04-10,Moyen Terme
2035-06-18,0.0,"3,140 %",2026-04-10,3.14,9.188227241615332,2026-04-10,Long Terme
2039-07-18,0.0,"3,500 %",2026-04-10,3.5,13.270362765229295,2026-04-10,Long Terme
2045-08-14,0.0,"3,690 %",2026-04-10,3.69,19.345653661875428,2026-04-10,Long Terme
2055-04-19,0.0,"4,000 %",2026-04-10,4.0,29.023956194387406,2026-04-10,Long Terme
2026-05-18,0.0,"2,250 %",2026-04-17,2.25,0.08487337440109514,2026-04-17,Court Terme
2026-08-17,0.0,"2,240 %",2026-04-17,2.24,0.33401779603011633,2026-04-17,Court Terme
2027-02-15,0.0,"2,350 %",2026-04-17,2.35,0.8323066392881588,2026-04-17,Court Terme
2027-09-20,0.0,"2,410 %",2026-04-17,2.41,1.4264202600958247,2026-04-17,Court Terme
2030-04-15,0.0,"2,760 %",2026-04-17,2.76,3.994524298425736,2026-04-17,Moyen Terme
2031-06-16,0.0,"2,910 %",2026-04-17,2.91,5.163586584531143,2026-04-17,Moyen Terme
2034-03-31,0.0,"3,100 %",2026-04-17,3.1,7.953456536618754,2026-04-17,Long Terme
2035-06-18,0.0,"3,130 %",2026-04-17,3.13,9.169062286105408,2026-04-17,Long Terme
2039-07-18,0.0,"3,450 %",2026-04-17,3.45,13.25119780971937,2026-04-17,Long Terme
2045-08-14,0.0,"3,700 %",2026-04-17,3.7,19.326488706365502,2026-04-17,Long Terme
2055-04-19,0.0,"4,000 %",2026-04-17,4.0,29.00479123887748,2026-04-17,Long Terme
2026-07-20,0.0,"2,210 %",2026-04-24,2.21,0.23819301848049282,2026-04-24,Court Terme
2026-08-17,0.0,"2,260 %",2026-04-24,2.26,0.31485284052019163,2026-04-24,Court Terme
2027-02-15,0.0,"2,300 %",2026-04-24,2.3,0.813141683778234,2026-04-24,Court Terme
2027-09-20,0.0,"2,330 %",2026-04-24,2.33,1.4072553045859,2026-04-24,Court Terme
2030-04-15,0.0,"2,700 %",2026-04-24,2.7,3.975359342915811,2026-04-24,Moyen Terme
2031-10-20,0.0,"2,820 %",2026-04-24,2.82,5.489390828199863,2026-04-24,Moyen Terme
2035-06-18,0.0,"3,110 %",2026-04-24,3.11,9.149897330595483,2026-04-24,Long Terme
2039-07-18,0.0,"3,440 %",2026-04-24,3.44,13.232032854209445,2026-04-24,Long Terme
2045-08-14,0.0,"3,680 %",2026-04-24,3.68,19.307323750855577,2026-04-24,Long Terme
2055-04-19,0.0,"4,000 %",2026-04-24,4.0,28.985626283367555,2026-04-24,Long Terme
2026-07-20,0.0,"2,210 %",2026-04-30,2.21,0.22176591375770022,2026-04-30,Court Terme
2026-08-17,0.0,"2,260 %",2026-04-30,2.26,0.29842573579739906,2026-04-30,Court Terme
2027-02-15,0.0,"2,300 %",2026-04-30,2.3,0.7967145790554415,2026-04-30,Court Terme
2027-09-20,0.0,"2,340 %",2026-04-30,2.34,1.3908281998631074,2026-04-30,Court Terme
2030-04-15,0.0,"2,720 %",2026-04-30,2.72,3.9589322381930185,2026-04-30,Moyen Terme
2031-10-20,0.0,"2,830 %",2026-04-30,2.83,5.47296372347707,2026-04-30,Moyen Terme
2035-06-18,0.0,"3,100 %",2026-04-30,3.1,9.13347022587269,2026-04-30,Long Terme
2039-07-18,0.0,"3,440 %",2026-04-30,3.44,13.215605749486652,2026-04-30,Long Terme
2045-08-14,0.0,"3,680 %",2026-04-30,3.68,19.290896646132786,2026-04-30,Long Terme
2055-04-19,0.0,"4,000 %",2026-04-30,4.0,28.969199178644764,2026-04-30,Long Terme
2026-07-20,0.0,"2,210 %",2026-05-08,2.21,0.1998631074606434,2026-05-08,Court Terme
2026-08-17,0.0,"2,260 %",2026-05-08,2.26,0.27652292950034224,2026-05-08,Court Terme
2027-02-15,0.0,"2,300 %",2026-05-08,2.3,0.7748117727583846,2026-05-08,Court Terme
2027-09-20,0.0,"2,340 %",2026-05-08,2.34,1.3689253935660506,2026-05-08,Court Terme
2030-04-15,0.0,"2,710 %",2026-05-08,2.71,3.9370294318959616,2026-05-08,Moyen Terme
2031-10-20,0.0,"2,840 %",2026-05-08,2.84,5.451060917180014,2026-05-08,Moyen Terme
2035-06-18,0.0,"3,100 %",2026-05-08,3.1,9.111567419575634,2026-05-08,Long Terme
2039-07-18,0.0,"3,440 %",2026-05-08,3.44,13.193702943189596,2026-05-08,Long Terme
2045-08-14,0.0,"3,680 %",2026-05-08,3.68,19.26899383983573,2026-05-08,Long Terme
2055-04-19,0.0,"4,010 %",2026-05-08,4.01,28.947296372347708,2026-05-08,Long Terme
2026-07-20,0.0,"2,210 %",2026-05-15,2.21,0.1806981519507187,2026-05-15,Court Terme
2026-08-17,0.0,"2,240 %",2026-05-15,2.24,0.25735797399041754,2026-05-15,Court Terme
2027-02-15,0.0,"2,280 %",2026-05-15,2.28,0.75564681724846,2026-05-15,Court Terme
2027-09-20,0.0,"2,330 %",2026-05-15,2.33,1.3497604380561259,2026-05-15,Court Terme
2030-04-15,0.0,"2,760 %",2026-05-15,2.76,3.917864476386037,2026-05-15,Moyen Terme
2031-10-20,0.0,"2,910 %",2026-05-15,2.91,5.431895961670089,2026-05-15,Moyen Terme
2035-06-18,0.0,"3,120 %",2026-05-15,3.12,9.092402464065708,2026-05-15,Long Terme
2039-07-18,0.0,"3,440 %",2026-05-15,3.44,13.174537987679672,2026-05-15,Long Terme
2045-08-14,0.0,"3,680 %",2026-05-15,3.68,19.249828884325805,2026-05-15,Long Terme
2055-04-19,0.0,"4,000 %",2026-05-15,4.0,28.928131416837783,2026-05-15,Long Terme
2026-07-20,0.0,"2,210 %",2026-05-22,2.21,0.16153319644079397,2026-05-22,Court Terme
2026-11-16,0.0,"2,240 %",2026-05-22,2.24,0.487337440109514,2026-05-22,Court Terme
2027-02-15,0.0,"2,270 %",2026-05-22,2.27,0.7364818617385352,2026-05-22,Court Terme
2027-09-20,0.0,"2,330 %",2026-05-22,2.33,1.3305954825462012,2026-05-22,Court Terme
2030-04-15,0.0,"2,710 %",2026-05-22,2.71,3.898699520876112,2026-05-22,Moyen Terme
2031-10-20,0.0,"2,890 %",2026-05-22,2.89,5.412731006160164,2026-05-22,Moyen Terme
2035-06-18,0.0,"3,100 %",2026-05-22,3.1,9.073237508555783,2026-05-22,Long Terme
2039-07-18,0.0,"3,490 %",2026-05-22,3.49,13.155373032169747,2026-05-22,Long Terme
2045-08-14,0.0,"3,660 %",2026-05-22,3.66,19.23066392881588,2026-05-22,Long Terme
2055-04-19,0.0,"4,010 %",2026-05-22,4.01,28.908966461327857,2026-05-22,Long Terme
2026-06-15,0.0,"2,180 %",2026-06-09,2.18,0.01642710472279261,2026-06-05,Court Terme
2026-10-19,0.0,"2,220 %",2026-06-09,2.22,0.3613963039014374,2026-06-05,Court Terme
2027-05-17,0.0,"2,290 %",2026-06-09,2.29,0.9363449691991786,2026-06-05,Court Terme
2027-09-20,0.0,"2,350 %",2026-06-05,2.35,1.2922655715263518,2026-06-05,Court Terme
2030-04-15,0.0,"2,720 %",2026-06-05,2.72,3.8603696098562628,2026-06-05,Moyen Terme
2032-04-19,0.0,"2,970 %",2026-06-09,2.97,5.861738535249829,2026-06-05,Moyen Terme
2035-06-18,0.0,"3,150 %",2026-06-05,3.15,9.034907597535934,2026-06-05,Long Terme
2039-07-18,0.0,"3,580 %",2026-06-05,3.58,13.117043121149898,2026-06-05,Long Terme
2045-08-14,0.0,"3,680 %",2026-06-05,3.68,19.19233401779603,2026-06-05,Long Terme
2055-04-19,0.0,"4,030 %",2026-06-05,4.03,28.870636550308006,2026-06-05,Long Terme
2026-07-20,0.0,"2,210 %",2026-06-12,2.21,0.10403832991101986,2026-06-12,Court Terme
2026-11-16,0.0,"2,270 %",2026-06-12,2.27,0.42984257357973993,2026-06-12,Court Terme
2027-02-15,0.0,"2,310 %",2026-06-12,2.31,0.6789869952087612,2026-06-12,Court Terme
2027-09-20,0.0,"2,430 %",2026-06-12,2.43,1.273100616016427,2026-06-12,Court Terme
2028-07-17,0.0,"2,660 %",2026-06-12,2.66,2.0971937029431897,2026-06-12,Moyen Terme
2030-04-15,0.0,"2,890 %",2026-06-12,2.89,3.8412046543463383,2026-06-12,Moyen Terme
2031-10-20,0.0,"3,030 %",2026-06-12,3.03,5.3552361396303905,2026-06-12,Moyen Terme
2035-06-18,0.0,"3,230 %",2026-06-12,3.23,9.015742642026009,2026-06-12,Long Terme
2039-07-18,0.0,"3,630 %",2026-06-12,3.63,13.097878165639973,2026-06-12,Long Terme
2045-08-14,0.0,"3,730 %",2026-06-12,3.73,19.173169062286107,2026-06-12,Long Terme
2055-04-19,0.0,"4,070 %",2026-06-12,4.07,28.851471594798085,2026-06-12,Long Terme
2026-07-20,0.0,"2,210 %",2026-06-19,2.21,0.08487337440109514,2026-06-19,Court Terme
2026-11-16,0.0,"2,240 %",2026-06-19,2.24,0.4106776180698152,2026-06-19,Court Terme
2027-02-15,0.0,"2,270 %",2026-06-19,2.27,0.6598220396988365,2026-06-19,Court Terme
2027-09-20,0.0,"2,360 %",2026-06-19,2.36,1.2539356605065024,2026-06-19,Court Terme
2030-04-15,0.0,"2,750 %",2026-06-19,2.75,3.8220396988364134,2026-06-19,Moyen Terme
2031-10-20,0.0,"2,910 %",2026-06-19,2.91,5.336071184120465,2026-06-19,Moyen Terme
2035-06-18,0.0,"3,190 %",2026-06-19,3.19,8.996577686516085,2026-06-19,Long Terme
2039-07-18,0.0,"3,620 %",2026-06-19,3.62,13.078713210130047,2026-06-19,Long Terme
2045-08-14,0.0,"3,740 %",2026-06-19,3.74,19.15400410677618,2026-06-19,Long Terme
2055-04-19,0.0,"4,100 %",2026-06-19,4.1,28.83230663928816,2026-06-19,Long Terme
2026-08-17,0.0,"2,210 %",2026-06-26,2.21,0.14236824093086928,2026-06-26,Court Terme
